"id","name","code","account_type","tag_ids","reconcile","name@zh_CN"
"account_template_hospital_300103","科教盈余","300103","equity","","False","科教盈余"
"account_template_hospital_300104","新旧转换盈余","300104","equity","","False","新旧转换盈余"
"account_template_hospital_310101","职工福利基金","310101","equity","","False","职工福利基金"
"account_template_hospital_310102","医疗风险基金","310102","equity","","False","医疗风险基金"
"account_template_hospital_330101","财政项目盈余","330101","equity","","False","财政项目盈余"
"account_template_hospital_330102","医疗盈余","330102","equity","","False","医疗盈余"
"account_template_hospital_330103","科教盈余","330103","equity","","False","科教盈余"
"account_template_hospital_330201","提取职工福利基金","330201","equity","","False","提取职工福利基金"
"account_template_hospital_330202","转入累计盈余","330202","equity","","False","转入累计盈余"
"account_template_hospital_4101010101","挂号收入","4101010101","income","l10n_cn_institution.account_tag_operating","False","挂号收入"
"account_template_hospital_4101010102","诊察收入","4101010102","income","l10n_cn_institution.account_tag_operating","False","诊察收入"
"account_template_hospital_4101010103","检查收入","4101010103","income","l10n_cn_institution.account_tag_operating","False","检查收入"
"account_template_hospital_4101010104","化验收入","4101010104","income","l10n_cn_institution.account_tag_operating","False","化验收入"
"account_template_hospital_4101010105","治疗收入","4101010105","income","l10n_cn_institution.account_tag_operating","False","治疗收入"
"account_template_hospital_4101010106","手术收入","4101010106","income","l10n_cn_institution.account_tag_operating","False","手术收入"
"account_template_hospital_4101010107","卫生材料收入","4101010107","income","l10n_cn_institution.account_tag_operating","False","卫生材料收入"
"account_template_hospital_410101010801","西药收入","410101010801","income","l10n_cn_institution.account_tag_operating","False","西药收入"
"account_template_hospital_410101010802","中成药收入","410101010802","income","l10n_cn_institution.account_tag_operating","False","中成药收入"
"account_template_hospital_410101010803","中药饮片收入","410101010803","income","l10n_cn_institution.account_tag_operating","False","中药饮片收入"
"account_template_hospital_4101010109","其他门急诊收入","4101010109","income","l10n_cn_institution.account_tag_operating","False","其他门急诊收入"
"account_template_hospital_4101010201","床位收入","4101010201","income","l10n_cn_institution.account_tag_operating","False","床位收入"
"account_template_hospital_4101010202","诊察收入","4101010202","income","l10n_cn_institution.account_tag_operating","False","诊察收入"
"account_template_hospital_4101010203","检查收入","4101010203","income","l10n_cn_institution.account_tag_operating","False","检查收入"
"account_template_hospital_4101010204","化验收入","4101010204","income","l10n_cn_institution.account_tag_operating","False","化验收入"
"account_template_hospital_4101010205","治疗收入","4101010205","income","l10n_cn_institution.account_tag_operating","False","治疗收入"
"account_template_hospital_4101010206","手术收入","4101010206","income","l10n_cn_institution.account_tag_operating","False","手术收入"
"account_template_hospital_4101010207","护理收入","4101010207","income","l10n_cn_institution.account_tag_operating","False","护理收入"
"account_template_hospital_4101010208","卫生材料收入","4101010208","income","l10n_cn_institution.account_tag_operating","False","卫生材料收入"
"account_template_hospital_410101020901","西药收入","410101020901","income","l10n_cn_institution.account_tag_operating","False","西药收入"
"account_template_hospital_410101020902","中成药收入","410101020902","income","l10n_cn_institution.account_tag_operating","False","中成药收入"
"account_template_hospital_410101020903","中药饮片收入","410101020903","income","l10n_cn_institution.account_tag_operating","False","中药饮片收入"
"account_template_hospital_4101010210","其他住院收入","4101010210","income","l10n_cn_institution.account_tag_operating","False","其他住院收入"
"account_template_hospital_41010103","结算差额","41010103","income","l10n_cn_institution.account_tag_operating","False","结算差额"
"account_template_hospital_41010201","科研收入","41010201","income","l10n_cn_institution.account_tag_operating","False","科研收入"
"account_template_hospital_41010202","教学收入","41010202","income","l10n_cn_institution.account_tag_operating","False","教学收入"
"account_template_hospital_61010101","门急诊预算收入","61010101","off_balance","","False","门急诊预算收入"
"account_template_hospital_61010102","住院预算收入","61010102","off_balance","","False","住院预算收入"
"account_template_hospital_61010201","科研项目预算收入","61010201","off_balance","","False","科研项目预算收入"
"account_template_hospital_61010202","教学项目预算收入","61010202","off_balance","","False","教学项目预算收入"
